sys_id,property_sys_id,sale_date,sale_price_usd,price_per_unit_usd,price_per_sqft_usd,reported_cap_rate,buyer_name,seller_name,recording_ref,brokerage,was_portfolio,portfolio_name,notes,source,as_of_date,ingested_at,quality_flag
SALE-PROP-000156-1,PROP-000156,2016-01-31,3867735.0,43458.0,58.14,0.0582,ATLANTIC CAPITAL,LEGACY REALTY,BK7638/PG779,CUSHMAN CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000156-2,PROP-000156,2021-12-31,4124920.0,46347.0,62.0,0.0572,PACIFIC CAPITAL,URBAN REALTY,BK1596/PG221,CBRE CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000158-1,PROP-000158,2018-02-28,25296071.0,290759.0,312.81,0.0615,RIDGE CAPITAL,LEGACY REALTY,BK1391/PG332,BERKADIA CAPITAL MARKETS,True,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000158-2,PROP-000158,2021-02-28,27196669.0,312605.0,336.32,0.0555,SUMMIT CAPITAL,SAPPHIRE REALTY,BK3291/PG674,CUSHMAN CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000159-1,PROP-000159,2017-04-30,38189907.0,191909.0,229.17,0.0612,PACIFIC CAPITAL,SAPPHIRE REALTY,BK8640/PG739,BERKADIA CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000162-1,PROP-000162,2014-07-31,12578828.0,202884.0,247.97,0.0601,RIDGE CAPITAL,LEGACY REALTY,BK1870/PG368,BERKADIA CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000163-1,PROP-000163,2018-12-31,28977879.0,336952.0,411.72,0.0482,ATLANTIC CAPITAL,SAPPHIRE REALTY,BK1663/PG966,BERKADIA CAPITAL MARKETS,True,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000163-2,PROP-000163,2021-04-30,23841903.0,277231.0,338.75,0.051,ATLANTIC CAPITAL,URBAN REALTY,BK1181/PG113,JLL CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000164-1,PROP-000164,2013-12-31,42179018.0,266956.0,355.7,0.0552,RIDGE CAPITAL,NORTHSTAR REALTY,BK8345/PG423,CUSHMAN CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000165-1,PROP-000165,2020-03-31,37127573.0,297021.0,346.42,0.045,HORIZON CAPITAL,CROWN REALTY,BK3020/PG914,BERKADIA CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000165-2,PROP-000165,2016-08-31,47461480.0,379692.0,442.84,0.0452,ATLANTIC CAPITAL,CROWN REALTY,BK9289/PG78,JLL CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000166-1,PROP-000166,2012-09-30,17864338.0,192090.0,245.23,0.054,RIDGE CAPITAL,URBAN REALTY,BK3329/PG790,JLL CAPITAL MARKETS,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000166-2,PROP-000166,2020-02-29,17255324.0,185541.0,236.87,0.0488,SUMMIT CAPITAL,NORTHSTAR REALTY,BK1721/PG320,CBRE CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000168-1,PROP-000168,2017-12-31,62751298.0,276437.0,322.0,0.045,ATLANTIC CAPITAL,LEGACY REALTY,BK4450/PG10,CBRE CAPITAL MARKETS,True,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000169-1,PROP-000169,2023-05-31,26685308.0,365552.0,465.2,0.059,PACIFIC CAPITAL,URBAN REALTY,BK9085/PG126,CBRE CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000169-2,PROP-000169,2014-09-30,23296402.0,319129.0,406.12,0.06,RIDGE CAPITAL,SAPPHIRE REALTY,BK5228/PG600,NEWMARK CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000171-1,PROP-000171,2013-10-31,32544285.0,361603.0,402.81,0.0638,ATLANTIC CAPITAL,CROWN REALTY,BK5570/PG835,NEWMARK CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000172-1,PROP-000172,2018-01-31,2548291.0,79634.0,99.52,0.0608,RIDGE CAPITAL,LEGACY REALTY,BK9336/PG317,BERKADIA CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000173-1,PROP-000173,2020-07-31,9665448.0,322182.0,356.2,0.0515,SUMMIT CAPITAL,CROWN REALTY,BK4663/PG874,JLL CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000173-2,PROP-000173,2017-06-30,10398893.0,346630.0,383.23,0.0526,HORIZON CAPITAL,CROWN REALTY,BK9287/PG381,BERKADIA CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000175-1,PROP-000175,2021-11-30,32762370.0,284890.0,332.97,0.0551,PACIFIC CAPITAL,NORTHSTAR REALTY,BK6143/PG958,CBRE CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000176-1,PROP-000176,2024-03-31,56898782.0,209187.0,268.64,0.0531,RIDGE CAPITAL,NORTHSTAR REALTY,BK6046/PG251,BERKADIA CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000176-2,PROP-000176,2017-11-30,55203612.0,202954.0,260.63,0.0512,SUMMIT CAPITAL,SAPPHIRE REALTY,BK8046/PG879,JLL CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000177-1,PROP-000177,2015-02-28,1848788.0,61626.0,77.23,0.0584,HORIZON CAPITAL,NORTHSTAR REALTY,BK2345/PG94,CBRE CAPITAL MARKETS,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000177-2,PROP-000177,2017-07-31,2209682.0,73656.0,92.3,0.0626,SUMMIT CAPITAL,NORTHSTAR REALTY,BK1034/PG492,JLL CAPITAL MARKETS,True,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000179-1,PROP-000179,2013-11-30,23141545.0,147398.0,162.91,0.0575,HORIZON CAPITAL,NORTHSTAR REALTY,BK3706/PG924,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000179-2,PROP-000179,2015-07-31,25609190.0,163116.0,180.28,0.053,HORIZON CAPITAL,CROWN REALTY,BK1003/PG851,JLL CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000182-1,PROP-000182,2014-12-31,976490.0,21700.0,24.79,0.0571,HORIZON CAPITAL,CROWN REALTY,BK5660/PG151,CBRE CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000182-2,PROP-000182,2021-10-31,910866.0,20241.0,23.12,0.0609,ATLANTIC CAPITAL,NORTHSTAR REALTY,BK9133/PG631,JLL CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000183-1,PROP-000183,2014-06-30,23775328.0,300954.0,343.12,0.0508,PACIFIC CAPITAL,SAPPHIRE REALTY,BK6877/PG984,NEWMARK CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000183-2,PROP-000183,2018-05-31,24277941.0,307316.0,350.38,0.0618,RIDGE CAPITAL,LEGACY REALTY,BK4449/PG256,BERKADIA CAPITAL MARKETS,True,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000184-1,PROP-000184,2015-07-31,42597817.0,178234.0,195.09,0.065,SUMMIT CAPITAL,NORTHSTAR REALTY,BK8355/PG139,JLL CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000190-1,PROP-000190,2013-05-31,32821190.0,170944.0,199.68,0.054,PACIFIC CAPITAL,NORTHSTAR REALTY,BK6967/PG170,BERKADIA CAPITAL MARKETS,True,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000190-2,PROP-000190,2024-08-31,38952198.0,202876.0,236.98,0.045,RIDGE CAPITAL,SAPPHIRE REALTY,BK4056/PG842,BERKADIA CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000201-1,PROP-000201,2020-02-29,10708678.0,79324.0,99.65,0.0656,HORIZON CAPITAL,SAPPHIRE REALTY,BK6481/PG161,CBRE CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000204-1,PROP-000204,2013-06-30,35475291.0,168129.0,193.19,0.0522,PACIFIC CAPITAL,NORTHSTAR REALTY,BK1151/PG656,CUSHMAN CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000205-1,PROP-000205,2016-12-31,35348934.0,267795.0,314.39,0.0545,SUMMIT CAPITAL,URBAN REALTY,BK3421/PG350,NEWMARK CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000218-1,PROP-000218,2024-02-29,19461707.0,109953.0,133.26,0.0635,ATLANTIC CAPITAL,NORTHSTAR REALTY,BK8774/PG859,BERKADIA CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000218-2,PROP-000218,2018-11-30,16715287.0,94437.0,114.45,0.0579,SUMMIT CAPITAL,SAPPHIRE REALTY,BK5336/PG317,CBRE CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000219-1,PROP-000219,2016-05-31,32057709.0,333934.0,425.94,0.045,HORIZON CAPITAL,URBAN REALTY,BK8360/PG254,BERKADIA CAPITAL MARKETS,True,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000222-1,PROP-000222,2023-12-31,23030718.0,225791.0,290.89,0.0521,RIDGE CAPITAL,CROWN REALTY,BK1838/PG518,NEWMARK CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000222-2,PROP-000222,2023-05-31,24061740.0,235899.0,303.92,0.0575,PACIFIC CAPITAL,CROWN REALTY,BK6383/PG191,NEWMARK CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000224-1,PROP-000224,2017-08-31,7902050.0,263402.0,315.15,0.0623,HORIZON CAPITAL,URBAN REALTY,BK5230/PG183,CUSHMAN CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000225-1,PROP-000225,2020-09-30,60986930.0,236383.0,266.29,0.05,SUMMIT CAPITAL,LEGACY REALTY,BK2599/PG793,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000225-2,PROP-000225,2023-06-30,67062374.0,259932.0,292.81,0.052,HORIZON CAPITAL,NORTHSTAR REALTY,BK4924/PG77,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000227-1,PROP-000227,2016-07-31,12043246.0,96346.0,115.7,0.068,PACIFIC CAPITAL,CROWN REALTY,BK5559/PG814,CBRE CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000227-2,PROP-000227,2019-06-30,10976657.0,87813.0,105.46,0.0707,PACIFIC CAPITAL,URBAN REALTY,BK9934/PG977,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000229-1,PROP-000229,2021-12-31,24671740.0,262465.0,345.26,0.0565,ATLANTIC CAPITAL,URBAN REALTY,BK8842/PG956,CUSHMAN CAPITAL MARKETS,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000229-2,PROP-000229,2018-07-31,29695395.0,315908.0,415.56,0.0498,ATLANTIC CAPITAL,SAPPHIRE REALTY,BK4479/PG181,JLL CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000232-1,PROP-000232,2014-01-31,26239955.0,308705.0,425.1,0.0569,ATLANTIC CAPITAL,SAPPHIRE REALTY,BK7345/PG339,CUSHMAN CAPITAL MARKETS,True,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000233-1,PROP-000233,2023-11-30,9986448.0,332882.0,425.19,0.0469,RIDGE CAPITAL,NORTHSTAR REALTY,BK7103/PG674,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000236-1,PROP-000236,2014-12-31,19509971.0,286911.0,331.23,0.0479,ATLANTIC CAPITAL,NORTHSTAR REALTY,BK3224/PG494,BERKADIA CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000237-1,PROP-000237,2014-03-31,13800554.0,181586.0,194.08,0.0473,SUMMIT CAPITAL,LEGACY REALTY,BK9799/PG851,BERKADIA CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000238-1,PROP-000238,2014-06-30,26610005.0,169490.0,188.68,0.0706,RIDGE CAPITAL,SAPPHIRE REALTY,BK3507/PG297,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000238-2,PROP-000238,2016-03-31,24414779.0,155508.0,173.11,0.064,HORIZON CAPITAL,SAPPHIRE REALTY,BK6052/PG766,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000240-1,PROP-000240,2021-12-31,79229937.0,356892.0,439.14,0.0529,ATLANTIC CAPITAL,CROWN REALTY,BK2640/PG381,CBRE CAPITAL MARKETS,True,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000242-1,PROP-000242,2021-11-30,3520672.0,44565.0,52.22,0.0595,SUMMIT CAPITAL,CROWN REALTY,BK2291/PG247,CBRE CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000247-1,PROP-000247,2023-02-28,23321485.0,156520.0,183.71,0.0613,HORIZON CAPITAL,LEGACY REALTY,BK7884/PG105,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000247-2,PROP-000247,2022-07-31,22193000.0,148946.0,174.82,0.0515,HORIZON CAPITAL,CROWN REALTY,BK1065/PG119,BERKADIA CAPITAL MARKETS,True,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000249-1,PROP-000249,2014-12-31,10007089.0,56220.0,69.38,0.069,SUMMIT CAPITAL,NORTHSTAR REALTY,BK6473/PG182,JLL CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000251-1,PROP-000251,2012-09-30,8259711.0,275324.0,343.6,0.045,SUMMIT CAPITAL,URBAN REALTY,BK9350/PG254,BERKADIA CAPITAL MARKETS,True,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000256-1,PROP-000256,2020-11-30,8275176.0,71338.0,85.97,0.0605,PACIFIC CAPITAL,URBAN REALTY,BK9647/PG309,CUSHMAN CAPITAL MARKETS,True,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000256-2,PROP-000256,2015-04-30,9891625.0,85273.0,102.76,0.0632,RIDGE CAPITAL,URBAN REALTY,BK3042/PG733,BERKADIA CAPITAL MARKETS,False,,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000257-1,PROP-000257,2017-11-30,47403428.0,298135.0,358.12,0.0582,SUMMIT CAPITAL,LEGACY REALTY,BK3100/PG600,JLL CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000259-1,PROP-000259,2021-05-31,2901088.0,96703.0,112.56,0.0518,HORIZON CAPITAL,NORTHSTAR REALTY,BK7467/PG146,JLL CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000264-1,PROP-000264,2019-05-31,54302556.0,278475.0,330.53,0.0458,PACIFIC CAPITAL,URBAN REALTY,BK3408/PG751,CBRE CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000266-1,PROP-000266,2016-10-31,11319600.0,269514.0,340.3,0.0663,SUMMIT CAPITAL,URBAN REALTY,BK4387/PG408,CUSHMAN CAPITAL MARKETS,True,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000266-2,PROP-000266,2017-01-31,14135063.0,336549.0,424.94,0.0491,RIDGE CAPITAL,SAPPHIRE REALTY,BK1801/PG268,CBRE CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000267-1,PROP-000267,2013-01-31,24358682.0,286573.0,347.15,0.0591,ATLANTIC CAPITAL,LEGACY REALTY,BK4339/PG433,CBRE CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000268-1,PROP-000268,2018-08-31,5286592.0,176220.0,211.19,0.0531,PACIFIC CAPITAL,CROWN REALTY,BK2069/PG610,BERKADIA CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000271-1,PROP-000271,2018-04-30,11240373.0,374679.0,442.05,0.0535,SUMMIT CAPITAL,SAPPHIRE REALTY,BK4613/PG458,JLL CAPITAL MARKETS,True,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000271-2,PROP-000271,2014-01-31,9482513.0,316084.0,372.92,0.0578,PACIFIC CAPITAL,URBAN REALTY,BK9350/PG667,JLL CAPITAL MARKETS,True,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000274-1,PROP-000274,2013-02-28,60051744.0,211450.0,241.33,0.045,HORIZON CAPITAL,NORTHSTAR REALTY,BK2755/PG257,CUSHMAN CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000274-2,PROP-000274,2013-12-31,50721886.0,178598.0,203.83,0.0599,ATLANTIC CAPITAL,CROWN REALTY,BK9682/PG953,JLL CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000275-1,PROP-000275,2018-09-30,9141474.0,304716.0,341.76,0.0552,ATLANTIC CAPITAL,SAPPHIRE REALTY,BK6591/PG11,BERKADIA CAPITAL MARKETS,True,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000280-1,PROP-000280,2014-02-28,90430239.0,393175.0,502.85,0.0508,ATLANTIC CAPITAL,CROWN REALTY,BK6847/PG108,BERKADIA CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000282-1,PROP-000282,2019-01-31,29741740.0,121892.0,144.95,0.0683,SUMMIT CAPITAL,CROWN REALTY,BK6462/PG514,JLL CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000282-2,PROP-000282,2013-07-31,32606394.0,133633.0,158.92,0.0523,HORIZON CAPITAL,CROWN REALTY,BK3244/PG246,BERKADIA CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000286-1,PROP-000286,2013-06-30,16105224.0,185118.0,209.88,0.0579,SUMMIT CAPITAL,URBAN REALTY,BK4579/PG389,CBRE CAPITAL MARKETS,True,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000286-2,PROP-000286,2015-02-28,14398304.0,165498.0,187.64,0.0541,HORIZON CAPITAL,LEGACY REALTY,BK8370/PG924,JLL CAPITAL MARKETS,True,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000288-1,PROP-000288,2014-12-31,5239753.0,174658.0,188.98,0.0585,SUMMIT CAPITAL,NORTHSTAR REALTY,BK8798/PG715,CUSHMAN CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000288-2,PROP-000288,2017-05-31,5122180.0,170739.0,184.74,0.0519,PACIFIC CAPITAL,LEGACY REALTY,BK2639/PG100,NEWMARK CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000289-1,PROP-000289,2019-01-31,27075308.0,181713.0,198.79,0.0577,ATLANTIC CAPITAL,URBAN REALTY,BK1440/PG766,CBRE CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000289-2,PROP-000289,2014-04-30,26950303.0,180875.0,197.87,0.0588,SUMMIT CAPITAL,URBAN REALTY,BK3571/PG249,CBRE CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000291-1,PROP-000291,2017-08-31,32066732.0,126746.0,150.0,0.0559,PACIFIC CAPITAL,URBAN REALTY,BK3203/PG42,CBRE CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000291-2,PROP-000291,2018-10-31,35350232.0,139724.0,165.35,0.0748,RIDGE CAPITAL,SAPPHIRE REALTY,BK3521/PG714,CBRE CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000293-1,PROP-000293,2023-12-31,7344638.0,45059.0,55.44,0.052,SUMMIT CAPITAL,SAPPHIRE REALTY,BK2778/PG96,JLL CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000293-2,PROP-000293,2018-07-31,7322971.0,44926.0,55.28,0.0668,PACIFIC CAPITAL,URBAN REALTY,BK3722/PG282,NEWMARK CAPITAL MARKETS,False,SUBURBAN VALUE-ADD,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000295-1,PROP-000295,2017-02-28,26878342.0,327785.0,401.94,0.0477,SUMMIT CAPITAL,CROWN REALTY,BK8292/PG295,CUSHMAN CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000299-1,PROP-000299,2017-12-31,13734661.0,218010.0,285.32,0.0477,PACIFIC CAPITAL,NORTHSTAR REALTY,BK2889/PG825,JLL CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000299-2,PROP-000299,2012-09-30,14261306.0,226370.0,296.26,0.06,ATLANTIC CAPITAL,NORTHSTAR REALTY,BK8853/PG414,NEWMARK CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000300-1,PROP-000300,2016-05-31,12194305.0,213935.0,233.71,0.0616,SUMMIT CAPITAL,URBAN REALTY,BK1831/PG530,NEWMARK CAPITAL MARKETS,False,GOTHAM CORE MF,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
SALE-PROP-000301-1,PROP-000301,2018-12-31,16582822.0,318900.0,358.48,0.0545,ATLANTIC CAPITAL,NORTHSTAR REALTY,BK5254/PG277,CUSHMAN CAPITAL MARKETS,False,RIVER DISTRICT,,GOTHAM_SYNTHETIC,2025-08-31,2025-09-27T18:57:54,passed
